lat,lon,ALLSKY_SFC_SW_DWN
-37.5,74.5,174.625
-37.5,75.5,174.80859375
-37.5,76.5,175.01953125
-37.5,77.5,175.44921875
-37.5,78.5,175.59375
-37.5,79.5,175.1328125
-37.5,80.5,173.7578125
-37.5,81.5,173.0234375
-37.5,82.5,173.28515625
-37.5,83.5,173.51171875
-37.5,84.5,173.1796875
-37.5,85.5,172.953125
-37.5,86.5,172.8125
-37.5,87.5,173.51953125
-37.5,88.5,173.03515625
-37.5,89.5,174.015625
-37.5,90.5,173.1328125
-37.5,91.5,171.8359375
-37.5,92.5,171.5546875
-37.5,93.5,172.1796875
-37.5,94.5,172.0703125
-37.5,95.5,171.63671875
-37.5,96.5,171.5703125
-37.5,97.5,171.234375
-37.5,98.5,170.93359375
-37.5,99.5,169.63671875
-37.5,100.5,169.60546875
-37.5,101.5,171.00390625
-37.5,102.5,171.05859375
-37.5,103.5,171.921875
-37.5,104.5,173.140625
-37.5,105.5,174.5625
-37.5,106.5,176.0234375
-37.5,107.5,175.9140625
-37.5,108.5,175.39453125
-37.5,109.5,174.41015625
-37.5,110.5,174.45703125
-37.5,111.5,175.140625
-37.5,112.5,174.75390625
-37.5,113.5,175.00390625
-37.5,114.5,175.828125
-37.5,115.5,177.98046875
-37.5,116.5,180.5703125
-37.5,117.5,183.1484375
-37.5,118.5,182.62890625
-37.5,119.5,183.0546875
-37.5,120.5,182.41015625
-37.5,121.5,182.1328125
-37.5,122.5,182.00390625
-37.5,123.5,181.45703125
-37.5,124.5,181.109375
-37.5,125.5,180.37109375
-37.5,126.5,179.8125
-37.5,127.5,180.98046875
-37.5,128.5,181.25
-37.5,129.5,180.63671875
-37.5,130.5,180.44921875
-37.5,131.5,179.37890625
-37.5,132.5,179.6015625
-37.5,133.5,181.4609375
-37.5,134.5,182.39453125
-37.5,135.5,183.20703125
-37.5,136.5,184.3046875
-37.5,137.5,184.6484375
-37.5,138.5,185.796875
-37.5,139.5,189.15234375
-37.5,140.5,189.66015625
-37.5,141.5,188.61328125
-37.5,142.5,190.6015625
-37.5,143.5,192.48046875
-37.5,144.5,191.30078125
-37.5,145.5,188.6640625
-37.5,146.5,188.99609375
-37.5,147.5,187.65625
-37.5,148.5,182.90625
-37.5,149.5,182.63671875
-37.5,150.5,183.515625
-37.5,151.5,180.26171875
-37.5,152.5,180.92578125
-37.5,153.5,182.0390625
-37.5,154.5,183.578125
-37.5,155.5,183.5859375
-37.5,156.5,183.00390625
-37.5,157.5,183.1875
-37.5,158.5,183.92578125
-37.5,159.5,183.1953125
-37.5,160.5,183.0
-37.5,161.5,182.66796875
-37.5,162.5,182.90625
-37.5,163.5,183.2421875
-37.5,164.5,184.05078125
-37.5,165.5,185.390625
-37.5,166.5,185.41015625
-37.5,167.5,186.17578125
-37.5,168.5,186.484375
-37.5,169.5,186.828125
-37.5,170.5,187.71875
-37.5,171.5,188.6328125
-37.5,172.5,190.16796875
-37.5,173.5,192.74609375
-37.5,174.5,192.0859375
-37.5,175.5,184.84765625
-37.5,176.5,192.0
-37.5,177.5,198.12109375
-37.5,178.5,190.58984375
-37.5,179.5,195.55078125
-36.5,-179.5,197.5078125
-36.5,-178.5,196.99609375
-36.5,-177.5,195.5703125
-36.5,-176.5,194.34375
-36.5,-175.5,192.03515625
-36.5,-174.5,190.95703125
-36.5,-173.5,189.73828125
-36.5,-172.5,188.3125
-36.5,-171.5,187.12109375
-36.5,-170.5,187.2421875
-36.5,-169.5,187.0625
-36.5,-168.5,185.80078125
-36.5,-167.5,184.20703125
-36.5,-166.5,184.45703125
-36.5,-165.5,184.921875
-36.5,-164.5,184.28515625
-36.5,-163.5,183.5234375
-36.5,-162.5,182.30859375
-36.5,-161.5,180.59765625
-36.5,-160.5,179.53515625
-36.5,-159.5,179.4140625
-36.5,-158.5,179.125
-36.5,-157.5,178.171875
-36.5,-156.5,177.72265625
-36.5,-155.5,177.7265625
-36.5,-154.5,176.640625
-36.5,-153.5,176.65234375
-36.5,-152.5,176.12109375
-36.5,-151.5,174.78125
-36.5,-150.5,174.125
-36.5,-149.5,173.6640625
-36.5,-148.5,172.5390625
-36.5,-147.5,173.48828125
-36.5,-146.5,174.2578125
-36.5,-145.5,174.32421875
-36.5,-144.5,173.90234375
-36.5,-143.5,173.421875
-36.5,-142.5,172.6484375
-36.5,-141.5,173.4140625
-36.5,-140.5,173.86328125
-36.5,-139.5,173.5390625
-36.5,-138.5,174.05859375
-36.5,-137.5,174.03515625
-36.5,-136.5,174.671875
-36.5,-135.5,173.296875
-36.5,-134.5,173.30078125
-36.5,-133.5,173.01953125
-36.5,-132.5,172.58984375
-36.5,-131.5,172.21875
-36.5,-130.5,172.12109375
-36.5,-129.5,171.68359375
-36.5,-128.5,170.1015625
-36.5,-127.5,170.609375
-36.5,-126.5,170.4765625
-36.5,-125.5,168.56640625
-36.5,-124.5,167.9765625
-36.5,-123.5,168.59765625
-36.5,-122.5,169.96875
-36.5,-121.5,171.16015625
-36.5,-120.5,170.6015625
-36.5,-119.5,170.2421875
-36.5,-118.5,169.84765625
-36.5,-117.5,170.67578125
-36.5,-116.5,171.359375
-36.5,-115.5,172.69140625
-36.5,-114.5,172.98828125
-36.5,-113.5,174.7578125
-36.5,-112.5,175.68359375
-36.5,-111.5,174.76953125
-36.5,-110.5,175.0
-36.5,-109.5,175.5078125
-36.5,-108.5,175.62890625
-36.5,-107.5,176.06640625
-36.5,-106.5,177.53125
-36.5,-105.5,177.734375
-36.5,-104.5,176.94140625
-36.5,-103.5,178.02734375
-36.5,-102.5,177.93359375
-36.5,-101.5,178.05859375
-36.5,-100.5,177.3984375
-36.5,-99.5,178.671875
-36.5,-98.5,178.5625
-36.5,-97.5,177.32421875
-36.5,-96.5,177.8203125
-36.5,-95.5,177.6953125
-36.5,-94.5,178.15625
-36.5,-93.5,179.1015625
-36.5,-92.5,178.55078125
-36.5,-91.5,178.62890625
-36.5,-90.5,179.16796875
-36.5,-89.5,179.234375
-36.5,-88.5,179.3828125
-36.5,-87.5,179.53515625
-36.5,-86.5,179.94140625
-36.5,-85.5,179.5078125
-36.5,-84.5,179.82421875
-36.5,-83.5,180.9296875
-36.5,-82.5,182.41796875
-36.5,-81.5,183.28125
-36.5,-80.5,184.3515625
-36.5,-79.5,186.1484375
-36.5,-78.5,189.14453125
-36.5,-77.5,193.81640625
-36.5,-76.5,198.640625
-36.5,-75.5,204.71875
-36.5,-74.5,210.53125
-36.5,-73.5,215.35546875
-36.5,-72.5,221.34765625
-36.5,-71.5,223.25
-36.5,-70.5,231.48046875
-36.5,-69.5,233.21484375
-36.5,-68.5,227.90625
-36.5,-67.5,223.69140625
-36.5,-66.5,219.92578125
-36.5,-65.5,216.34375
-36.5,-64.5,213.28125
-36.5,-63.5,212.52734375
-36.5,-62.5,211.30078125
-36.5,-61.5,208.58203125
-36.5,-60.5,206.3671875
-36.5,-59.5,205.53125
-36.5,-58.5,203.53515625
-36.5,-57.5,201.09375
-36.5,-56.5,194.30078125
-36.5,-55.5,198.70703125
-36.5,-54.5,199.578125
-36.5,-53.5,196.49609375
-36.5,-52.5,191.1328125
-36.5,-51.5,189.7109375
-36.5,-50.5,190.28515625
-36.5,-49.5,191.27734375
-36.5,-48.5,189.51171875
-36.5,-47.5,187.94140625
-36.5,-46.5,187.8984375
-36.5,-45.5,187.1953125
-36.5,-44.5,185.1796875
-36.5,-43.5,184.1796875
-36.5,-42.5,183.21484375
-36.5,-41.5,182.92578125
-36.5,-40.5,183.95703125
-36.5,-39.5,184.671875
-36.5,-38.5,184.765625
-36.5,-37.5,185.109375
-36.5,-36.5,183.76171875
-36.5,-35.5,182.42578125
-36.5,-34.5,180.484375
-36.5,-33.5,179.65234375
-36.5,-32.5,179.3984375
-36.5,-31.5,178.640625
-36.5,-30.5,176.6171875
-36.5,-29.5,174.7421875
-36.5,-28.5,174.546875
-36.5,-27.5,174.40234375
-36.5,-26.5,173.51953125
-36.5,-25.5,172.9296875
-36.5,-24.5,173.6953125
-36.5,-23.5,174.0234375
-36.5,-22.5,173.87109375
-36.5,-21.5,173.33984375
-36.5,-20.5,172.625
-36.5,-19.5,172.54296875
-36.5,-18.5,172.5546875
-36.5,-17.5,173.54296875
-36.5,-16.5,174.52734375
-36.5,-15.5,174.06640625
-36.5,-14.5,173.53515625
-36.5,-13.5,172.60546875
-36.5,-12.5,172.23046875
-36.5,-11.5,172.296875
-36.5,-10.5,172.84765625
-36.5,-9.5,175.0625
-36.5,-8.5,175.68359375
-36.5,-7.5,176.00390625
-36.5,-6.5,177.24609375
-36.5,-5.5,177.37890625
-36.5,-4.5,178.31640625
-36.5,-3.5,178.6640625
-36.5,-2.5,175.7890625
-36.5,-1.5,174.31640625
-36.5,-0.5,175.76171875
-36.5,0.5,176.20703125
-36.5,1.5,174.671875
-36.5,2.5,175.421875
-36.5,3.5,176.43359375
-36.5,4.5,177.7265625
-36.5,5.5,178.8515625
-36.5,6.5,177.984375
-36.5,7.5,178.359375
-36.5,8.5,180.8203125
-36.5,9.5,181.57421875
-36.5,10.5,183.54296875
-36.5,11.5,186.640625
-36.5,12.5,189.90625
-36.5,13.5,193.5625
-36.5,14.5,196.4453125
-36.5,15.5,197.921875
-36.5,16.5,197.4453125
-36.5,17.5,198.32421875
-36.5,18.5,198.3984375
-36.5,19.5,198.2265625
-36.5,20.5,198.23046875
-36.5,21.5,196.9453125
-36.5,22.5,191.7578125
-36.5,23.5,193.3125
-36.5,24.5,195.53125
-36.5,25.5,195.98046875
-36.5,26.5,194.29296875
-36.5,27.5,193.2734375
-36.5,28.5,191.8125
-36.5,29.5,190.0703125
-36.5,30.5,188.93359375
-36.5,31.5,187.1015625
-36.5,32.5,186.38671875
-36.5,33.5,185.859375
-36.5,34.5,183.77734375
-36.5,35.5,182.22265625
-36.5,36.5,181.78515625
-36.5,37.5,180.89453125
-36.5,38.5,181.46875
-36.5,39.5,182.89453125
-36.5,40.5,183.11328125
-36.5,41.5,181.68359375
-36.5,42.5,180.07421875
-36.5,43.5,178.62890625
-36.5,44.5,178.4375
-36.5,45.5,177.20703125
-36.5,46.5,176.27734375
-36.5,47.5,176.23046875
-36.5,48.5,176.1953125
-36.5,49.5,177.09765625
-36.5,50.5,177.12109375
-36.5,51.5,176.375
-36.5,52.5,176.6640625
-36.5,53.5,178.484375
-36.5,54.5,179.6328125
-36.5,55.5,179.98828125
-36.5,56.5,179.44921875
-36.5,57.5,179.39453125
-36.5,58.5,179.83203125
-36.5,59.5,181.296875
-36.5,60.5,181.94921875
-36.5,61.5,182.78515625
-36.5,62.5,182.55859375
-36.5,63.5,181.58203125
-36.5,64.5,180.8203125
-36.5,65.5,180.76171875
-36.5,66.5,180.80859375
-36.5,67.5,180.2578125
-36.5,68.5,179.984375
-36.5,69.5,179.3828125
-36.5,70.5,179.3828125
-36.5,71.5,179.5859375
-36.5,72.5,179.2890625
-36.5,73.5,179.828125
-36.5,74.5,179.6640625
-36.5,75.5,179.453125
-36.5,76.5,179.76171875
-36.5,77.5,180.15625
-36.5,78.5,180.12890625
-36.5,79.5,179.20703125
-36.5,80.5,177.25
-36.5,81.5,177.83203125
-36.5,82.5,177.8828125
-36.5,83.5,177.59765625
-36.5,84.5,178.25390625
-36.5,85.5,177.6875
-36.5,86.5,177.46484375
-36.5,87.5,177.40625
-36.5,88.5,177.609375
-36.5,89.5,176.71875
-36.5,90.5,177.296875
-36.5,91.5,177.015625
-36.5,92.5,176.390625
-36.5,93.5,177.39453125
-36.5,94.5,176.546875
-36.5,95.5,175.58203125
-36.5,96.5,175.45703125
-36.5,97.5,174.265625
-36.5,98.5,173.97265625
-36.5,99.5,173.78515625
-36.5,100.5,175.2421875
-36.5,101.5,176.015625
-36.5,102.5,176.87890625
-36.5,103.5,177.20703125
-36.5,104.5,177.90234375
-36.5,105.5,178.34765625
-36.5,106.5,179.7734375
-36.5,107.5,180.765625
-36.5,108.5,179.6015625
-36.5,109.5,179.6171875
-36.5,110.5,179.88671875
-36.5,111.5,181.078125
-36.5,112.5,182.140625
-36.5,113.5,182.98046875
-36.5,114.5,184.390625
-36.5,115.5,185.87890625
-36.5,116.5,186.203125
-36.5,117.5,186.671875
-36.5,118.5,187.92578125
-36.5,119.5,188.65625
-36.5,120.5,189.609375
-36.5,121.5,189.73046875
-36.5,122.5,188.89453125
-36.5,123.5,188.55859375
-36.5,124.5,186.75390625
-36.5,125.5,185.82421875
-36.5,126.5,185.99609375
-36.5,127.5,185.62109375
-36.5,128.5,185.79296875
-36.5,129.5,185.98046875
-36.5,130.5,185.52734375
-36.5,131.5,185.2734375
-36.5,132.5,186.78515625
-36.5,133.5,189.12890625
-36.5,134.5,189.30078125
-36.5,135.5,190.07421875
-36.5,136.5,190.30078125
-36.5,137.5,190.40234375
-36.5,138.5,193.32421875
-36.5,139.5,202.31640625
-36.5,140.5,203.59375
-36.5,141.5,207.30078125
-36.5,142.5,210.56640625
-36.5,143.5,211.3359375
-36.5,144.5,211.95703125
-36.5,145.5,210.33984375
-36.5,146.5,206.015625
-36.5,147.5,199.62890625
-36.5,148.5,200.5546875
-36.5,149.5,196.1328125
-36.5,150.5,190.125
-36.5,151.5,186.90234375
-36.5,152.5,185.77734375
-36.5,153.5,186.58203125
-36.5,154.5,187.85546875
-36.5,155.5,188.02734375
-36.5,156.5,187.40234375
-36.5,157.5,186.703125
-36.5,158.5,187.21875
-36.5,159.5,187.65625
-36.5,160.5,188.828125
-36.5,161.5,188.0
-36.5,162.5,187.453125
-36.5,163.5,187.30078125
-36.5,164.5,188.4296875
-36.5,165.5,190.87890625
-36.5,166.5,190.9140625
-36.5,167.5,189.8984375
-36.5,168.5,190.15625
-36.5,169.5,190.125
-36.5,170.5,192.046875
-36.5,171.5,193.65234375
-36.5,172.5,195.828125
-36.5,173.5,197.69140625
-36.5,174.5,191.6015625
-36.5,175.5,194.4375
-36.5,176.5,204.1484375
-36.5,177.5,202.015625
-36.5,178.5,198.609375
-36.5,179.5,196.83984375
-35.5,-179.5,201.98046875
-35.5,-178.5,201.53125
-35.5,-177.5,199.46875
-35.5,-176.5,197.9765625
-35.5,-175.5,195.8359375
-35.5,-174.5,194.6640625
-35.5,-173.5,194.42578125
-35.5,-172.5,192.453125
-35.5,-171.5,190.734375
-35.5,-170.5,190.078125
-35.5,-169.5,190.39453125
-35.5,-168.5,189.03125
-35.5,-167.5,187.5703125
-35.5,-166.5,187.89453125
-35.5,-165.5,187.57421875
-35.5,-164.5,185.765625
-35.5,-163.5,185.0625
-35.5,-162.5,184.00390625
-35.5,-161.5,182.33984375
-35.5,-160.5,181.22265625
-35.5,-159.5,181.45703125
-35.5,-158.5,180.76171875
-35.5,-157.5,180.6015625
-35.5,-156.5,180.37109375
-35.5,-155.5,180.11328125
-35.5,-154.5,178.88671875
-35.5,-153.5,178.3671875
-35.5,-152.5,178.65234375
-35.5,-151.5,178.234375
-35.5,-150.5,178.3984375
-35.5,-149.5,178.47265625
-35.5,-148.5,177.671875
-35.5,-147.5,176.9140625
-35.5,-146.5,176.6953125
-35.5,-145.5,177.875
-35.5,-144.5,177.7421875
-35.5,-143.5,177.2578125
-35.5,-142.5,177.86328125
-35.5,-141.5,177.6796875
-35.5,-140.5,177.81640625
-35.5,-139.5,178.0
-35.5,-138.5,178.55859375
-35.5,-137.5,177.83984375
-35.5,-136.5,177.8984375
-35.5,-135.5,177.66796875
-35.5,-134.5,177.2265625
-35.5,-133.5,177.0390625
-35.5,-132.5,175.80078125
-35.5,-131.5,174.73046875
-35.5,-130.5,174.85546875
-35.5,-129.5,175.49609375
-35.5,-128.5,174.8359375
-35.5,-127.5,175.66796875
-35.5,-126.5,174.89453125
-35.5,-125.5,174.16796875
-35.5,-124.5,174.43359375
-35.5,-123.5,174.296875
-35.5,-122.5,174.97265625
-35.5,-121.5,175.328125
-35.5,-120.5,175.0390625
-35.5,-119.5,175.48046875
-35.5,-118.5,175.41796875
-35.5,-117.5,176.47265625
-35.5,-116.5,178.02734375
-35.5,-115.5,178.81640625
-35.5,-114.5,178.51953125
-35.5,-113.5,178.265625
-35.5,-112.5,178.2578125
-35.5,-111.5,178.2109375
-35.5,-110.5,178.875
-35.5,-109.5,180.4140625
-35.5,-108.5,181.47265625
-35.5,-107.5,181.390625
-35.5,-106.5,181.140625
-35.5,-105.5,180.27734375
-35.5,-104.5,180.3125
-35.5,-103.5,182.16796875
-35.5,-102.5,182.0859375
-35.5,-101.5,182.33984375
-35.5,-100.5,182.2890625
-35.5,-99.5,182.7578125
-35.5,-98.5,181.765625
-35.5,-97.5,181.171875
-35.5,-96.5,181.45703125
-35.5,-95.5,181.9921875
-35.5,-94.5,183.11328125
-35.5,-93.5,184.59375
-35.5,-92.5,184.28125
-35.5,-91.5,184.09375
-35.5,-90.5,183.87890625
-35.5,-89.5,183.59375
-35.5,-88.5,183.5390625
-35.5,-87.5,183.8984375
-35.5,-86.5,185.0
-35.5,-85.5,184.921875
-35.5,-84.5,185.30859375
-35.5,-83.5,185.2578125
-35.5,-82.5,185.6328125
-35.5,-81.5,186.66015625
-35.5,-80.5,188.54296875
-35.5,-79.5,191.22265625
-35.5,-78.5,194.58984375
-35.5,-77.5,198.54296875
-35.5,-76.5,203.5625
-35.5,-75.5,210.38671875
-35.5,-74.5,215.04296875
-35.5,-73.5,216.640625
-35.5,-72.5,216.32421875
-35.5,-71.5,226.5234375
-35.5,-70.5,231.7578125
-35.5,-69.5,234.3359375
-35.5,-68.5,232.81640625
-35.5,-67.5,227.18359375
-35.5,-66.5,220.90625
-35.5,-65.5,216.72265625
-35.5,-64.5,212.60546875
-35.5,-63.5,213.78515625
-35.5,-62.5,209.796875
-35.5,-61.5,210.140625
-35.5,-60.5,205.421875
-35.5,-59.5,205.015625
-35.5,-58.5,203.08203125
-35.5,-57.5,199.6796875
-35.5,-56.5,193.23828125
-35.5,-55.5,199.0859375
-35.5,-54.5,199.9765625
-35.5,-53.5,199.53125
-35.5,-52.5,196.03125
-35.5,-51.5,192.27734375
-35.5,-50.5,192.27734375
-35.5,-49.5,192.39453125
-35.5,-48.5,191.87109375
-35.5,-47.5,191.7734375
-35.5,-46.5,191.296875
-35.5,-45.5,190.6015625
-35.5,-44.5,188.23828125
-35.5,-43.5,188.05078125
-35.5,-42.5,188.1015625
-35.5,-41.5,187.58203125
-35.5,-40.5,187.1015625
-35.5,-39.5,187.2421875
-35.5,-38.5,186.02734375
-35.5,-37.5,185.1484375
-35.5,-36.5,184.20703125
-35.5,-35.5,182.63671875
-35.5,-34.5,180.98046875
-35.5,-33.5,180.6796875
-35.5,-32.5,179.99609375
-35.5,-31.5,179.76953125
-35.5,-30.5,178.75
-35.5,-29.5,178.34765625
-35.5,-28.5,177.82421875
-35.5,-27.5,177.37109375
-35.5,-26.5,177.484375
-35.5,-25.5,177.921875
-35.5,-24.5,177.0703125
-35.5,-23.5,176.140625
-35.5,-22.5,175.94140625
-35.5,-21.5,175.60546875
-35.5,-20.5,176.2265625
-35.5,-19.5,176.43359375
-35.5,-18.5,176.7734375
-35.5,-17.5,177.06640625
-35.5,-16.5,176.515625
-35.5,-15.5,176.25390625
-35.5,-14.5,176.3671875
-35.5,-13.5,176.0625
-35.5,-12.5,176.4375
-35.5,-11.5,176.7265625
-35.5,-10.5,177.34375
-35.5,-9.5,178.9296875
-35.5,-8.5,179.9140625
-35.5,-7.5,180.34765625
-35.5,-6.5,181.24609375
-35.5,-5.5,181.4296875
-35.5,-4.5,183.16796875
-35.5,-3.5,182.88671875
-35.5,-2.5,181.1953125
-35.5,-1.5,181.234375
-35.5,-0.5,181.96484375
-35.5,0.5,181.8203125
-35.5,1.5,182.4140625
-35.5,2.5,184.6015625
-35.5,3.5,184.6875
-35.5,4.5,184.3671875
-35.5,5.5,183.77734375
-35.5,6.5,185.45703125
-35.5,7.5,187.328125
-35.5,8.5,189.1328125
-35.5,9.5,190.09765625
-35.5,10.5,191.69921875
-35.5,11.5,193.91015625
-35.5,12.5,196.3359375
-35.5,13.5,200.14453125
-35.5,14.5,203.109375
-35.5,15.5,204.96484375
-35.5,16.5,204.59375
-35.5,17.5,204.5078125
-35.5,18.5,203.16015625
-35.5,19.5,203.24609375
-35.5,20.5,205.87109375
-35.5,21.5,207.54296875
-35.5,22.5,204.05078125
-35.5,23.5,198.46484375
-35.5,24.5,194.75390625
-35.5,25.5,194.3046875
-35.5,26.5,194.46484375
-35.5,27.5,194.01171875
-35.5,28.5,193.40625
-35.5,29.5,192.6953125
-35.5,30.5,191.62890625
-35.5,31.5,190.78515625
-35.5,32.5,190.1484375
-35.5,33.5,189.2578125
-35.5,34.5,188.3515625
-35.5,35.5,187.89453125
-35.5,36.5,186.765625
-35.5,37.5,186.875
-35.5,38.5,187.8671875
-35.5,39.5,188.31640625
-35.5,40.5,189.23046875
-35.5,41.5,189.62109375
-35.5,42.5,188.4296875
-35.5,43.5,186.29296875
-35.5,44.5,185.33203125
-35.5,45.5,185.14453125
-35.5,46.5,184.72265625
-35.5,47.5,184.30078125
-35.5,48.5,184.7265625
-35.5,49.5,184.91796875
-35.5,50.5,184.12890625
-35.5,51.5,183.5390625
-35.5,52.5,182.95703125
-35.5,53.5,185.58984375
-35.5,54.5,186.59375
-35.5,55.5,186.61328125
-35.5,56.5,185.7578125
-35.5,57.5,185.4296875
-35.5,58.5,185.140625
-35.5,59.5,186.26171875
-35.5,60.5,187.640625
-35.5,61.5,188.05859375
-35.5,62.5,187.109375
-35.5,63.5,186.75390625
-35.5,64.5,185.50390625
-35.5,65.5,184.69140625
-35.5,66.5,184.09375
-35.5,67.5,184.08984375
-35.5,68.5,183.2578125
-35.5,69.5,183.9296875
-35.5,70.5,183.67578125
-35.5,71.5,184.03125
-35.5,72.5,184.125
-35.5,73.5,183.5390625
-35.5,74.5,182.421875
-35.5,75.5,182.04296875
-35.5,76.5,182.796875
-35.5,77.5,183.19140625
-35.5,78.5,182.72265625
-35.5,79.5,181.83984375
-35.5,80.5,181.91796875
-35.5,81.5,182.92578125
-35.5,82.5,182.64453125
-35.5,83.5,181.44140625
-35.5,84.5,182.0859375
-35.5,85.5,182.8359375
-35.5,86.5,182.359375
-35.5,87.5,182.25
-35.5,88.5,182.66796875
-35.5,89.5,183.78515625
-35.5,90.5,183.1015625
-35.5,91.5,182.84375
-35.5,92.5,183.203125
-35.5,93.5,183.34375
-35.5,94.5,182.015625
-35.5,95.5,180.54296875
-35.5,96.5,179.58984375
-35.5,97.5,179.32421875
-35.5,98.5,178.39453125
-35.5,99.5,178.87109375
-35.5,100.5,179.21484375
-35.5,101.5,179.3359375
-35.5,102.5,179.56640625
-35.5,103.5,180.57421875
-35.5,104.5,182.1015625
-35.5,105.5,183.734375
-35.5,106.5,183.34765625
-35.5,107.5,183.484375
-35.5,108.5,184.09375
-35.5,109.5,184.87890625
-35.5,110.5,185.3515625
-35.5,111.5,187.5078125
-35.5,112.5,189.80859375
-35.5,113.5,192.796875
-35.5,114.5,194.01171875
-35.5,115.5,194.07421875
-35.5,116.5,192.91796875
-35.5,117.5,192.2265625
-35.5,118.5,192.54296875
-35.5,119.5,194.78125
-35.5,120.5,197.03125
-35.5,121.5,197.95703125
-35.5,122.5,196.62890625
-35.5,123.5,194.73046875
-35.5,124.5,193.41796875
-35.5,125.5,192.7890625
-35.5,126.5,192.73046875
-35.5,127.5,192.4765625
-35.5,128.5,192.27734375
-35.5,129.5,192.578125
-35.5,130.5,192.671875
-35.5,131.5,192.1640625
-35.5,132.5,194.12109375
-35.5,133.5,195.82421875
-35.5,134.5,196.78125
-35.5,135.5,199.05078125
-35.5,136.5,200.23828125
-35.5,137.5,199.5546875
-35.5,138.5,204.28125
-35.5,139.5,211.84375
-35.5,140.5,214.38671875
-35.5,141.5,217.1171875
-35.5,142.5,219.24609375
-35.5,143.5,219.765625
-35.5,144.5,220.0703125
-35.5,145.5,219.91015625
-35.5,146.5,217.05859375
-35.5,147.5,212.16796875
-35.5,148.5,208.65234375
-35.5,149.5,205.8984375
-35.5,150.5,190.6171875
-35.5,151.5,191.07421875
-35.5,152.5,191.72265625
-35.5,153.5,191.78515625
-35.5,154.5,191.4609375
-35.5,155.5,190.51953125
-35.5,156.5,190.7734375
-35.5,157.5,190.72265625
-35.5,158.5,191.609375
-35.5,159.5,192.1875
-35.5,160.5,193.08984375
-35.5,161.5,192.75390625
-35.5,162.5,191.921875
-35.5,163.5,191.453125
-35.5,164.5,194.203125
-35.5,165.5,196.1484375
-35.5,166.5,196.40234375
-35.5,167.5,194.90625
-35.5,168.5,195.94140625
-35.5,169.5,196.81640625
-35.5,170.5,198.6953125
-35.5,171.5,199.67578125
-35.5,172.5,201.00390625
-35.5,173.5,195.16015625
-35.5,174.5,192.43359375
-35.5,175.5,206.25390625
-35.5,176.5,205.6171875
-35.5,177.5,203.8828125
-35.5,178.5,202.296875
-35.5,179.5,202.08984375
-34.5,-179.5,206.11328125
-34.5,-178.5,205.59765625
-34.5,-177.5,203.3125
-34.5,-176.5,201.2734375
-34.5,-175.5,200.12890625
-34.5,-174.5,199.4921875
-34.5,-173.5,198.296875
-34.5,-172.5,196.171875
-34.5,-171.5,194.37890625
-34.5,-170.5,192.83203125
-34.5,-169.5,191.6796875
-34.5,-168.5,191.87890625
-34.5,-167.5,191.6328125
-34.5,-166.5,190.5
-34.5,-165.5,189.52734375
-34.5,-164.5,189.00390625
-34.5,-163.5,187.48046875
-34.5,-162.5,185.9453125
-34.5,-161.5,185.421875
-34.5,-160.5,185.12109375
-34.5,-159.5,184.0859375
-34.5,-158.5,183.296875
-34.5,-157.5,183.61328125
-34.5,-156.5,182.30078125
-34.5,-155.5,182.22265625
-34.5,-154.5,181.29296875
-34.5,-153.5,181.3203125
-34.5,-152.5,181.06640625
-34.5,-151.5,181.34375
-34.5,-150.5,180.7265625
-34.5,-149.5,180.6640625
-34.5,-148.5,180.37890625
-34.5,-147.5,180.53515625
-34.5,-146.5,180.86328125
-34.5,-145.5,181.37890625
-34.5,-144.5,181.38671875
-34.5,-143.5,181.3828125
-34.5,-142.5,182.0078125
-34.5,-141.5,181.859375
-34.5,-140.5,181.14453125
-34.5,-139.5,180.359375
-34.5,-138.5,180.42578125
-34.5,-137.5,179.93359375
-34.5,-136.5,179.85546875
-34.5,-135.5,180.51953125
-34.5,-134.5,180.6328125
-34.5,-133.5,178.82421875
-34.5,-132.5,178.38671875
-34.5,-131.5,178.1484375
-34.5,-130.5,178.5390625
-34.5,-129.5,178.75
-34.5,-128.5,178.55859375
-34.5,-127.5,179.07421875
-34.5,-126.5,179.19140625
-34.5,-125.5,178.71484375
-34.5,-124.5,178.86328125
-34.5,-123.5,179.4921875
-34.5,-122.5,180.46875
-34.5,-121.5,179.87890625
-34.5,-120.5,180.09375
-34.5,-119.5,180.328125
-34.5,-118.5,180.1484375
-34.5,-117.5,181.390625
-34.5,-116.5,182.578125
-34.5,-115.5,183.1171875
-34.5,-114.5,183.015625
-34.5,-113.5,183.54296875
-34.5,-112.5,184.28515625
-34.5,-111.5,183.33203125
-34.5,-110.5,183.3984375
-34.5,-109.5,183.54296875
-34.5,-108.5,184.6015625
-34.5,-107.5,183.96875
-34.5,-106.5,183.34765625
-34.5,-105.5,183.75390625
-34.5,-104.5,184.56640625
-34.5,-103.5,185.65625
-34.5,-102.5,187.6484375
-34.5,-101.5,188.234375
-34.5,-100.5,187.70703125
-34.5,-99.5,186.19140625
-34.5,-98.5,185.234375
-34.5,-97.5,186.02734375
-34.5,-96.5,186.5859375
-34.5,-95.5,187.6171875
-34.5,-94.5,187.6953125
-34.5,-93.5,188.65234375
-34.5,-92.5,188.58203125
-34.5,-91.5,188.15625
-34.5,-90.5,187.41015625
-34.5,-89.5,187.55078125
-34.5,-88.5,188.1171875
